dataset,location,latitude,longitude,vegetation,map,mat,grouping,species,family,pft,age,a.lf,a.ssbax,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,5.7
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,68,0.303355921,0.000147,,,,,,,,,,,,,,0.99,,0.0174,,,,0.01723,,,,0.13876,0.15599,0.02243,,,,,,0.073939549,,,,,,,,,,,FW,0,2.2
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,82,1.893075772,0.000209,,,,,,,,,,,,,,2.37,,0.04069,,,,0.15599,,,,1.20597,1.36196,0.13434,,,,,,0.070963879,,,,,,,,,,,FW,0,8.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,6.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,28,0.220839021,0.00004,,,,,,,,,,,,,,0.5,,0.01085,,,,0.0143874,,,,0.02238,0.0367674,0.0089,,,,,,0.040300849,,,,,,,,,,,FW,0,5.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,5.7
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,12.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,15.9
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,16.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,11,0.131509736,0.000021,,,,,,,,,,,,,,0.4,,0.0055,,,,0.0072719,,,,0.00771,0.0149819,0.00309,,,,,,0.023496359,,,,,,,,,,,FW,0,19
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,22.4
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,15.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,5.3
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,19
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,22,0.730785898,0.000081,,,,,,,,,,,,,,0.64,,0.0117,,,,0.03761,,,,0.04858,0.08619,0.02487,,,,,,0.034031855,,,,,,,,,,,FW,0,13.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,28,0.846277909,0.000115,,,,,,,,,,,,,,0.87,,0.0166,,,,0.0595131,,,,0.08626,0.1457731,0.04213,,,,,,0.049782701,,,,,,,,,,,FW,0,16.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,28,0.131693687,0.000026,,,,,,,,,,,,,,0.38,,0.0085,,,,0.0085619,,,,0.00972,0.0182819,0.0037,,,,,,0.0280955,,,,,,,,,,,FW,0,9
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,34,0.911506352,0.000135,,,,,,,,,,,,,,0.87,,0.01545,,,,0.0566278,,,,0.11681,0.1734378,0.05328,,,,,,0.058452692,,,,,,,,,,,FW,0,7.2
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,26,1.618299584,0.000246,,,,,,,,,,,,,,1.3,,0.02065,,,,0.1053874,,,,0.23614,0.3415274,0.09834,,,,,,0.060767488,,,,,,,,,,,FW,0,14.7
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,16.6
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,13.1
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,19,0.153585146,0.000026,,,,,,,,,,,,,,0.42,,0.0084,,,,0.01081,,,,0.0192,0.03001,0.0087,,,,,,0.056646103,,,,,,,,,,,FW,0,4.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,5.9
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,14.8
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,13.2
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,3.5
Claveau2005,Gavin Lake,52,-121,BorF,722,4.2,-,Abies lasiocarpa,Pinaceae,EG,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0,4.1
