"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light","Note","studyName"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06,NA,0.00748,0.00725,NA,NA,0.00296,NA,NA,NA,NA,0.08005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76,NA,0.00434,0.00463,NA,NA,0.00381,NA,NA,NA,NA,0.06383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00738,0.00456,NA,NA,0.00486,NA,NA,NA,NA,0.05972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52,NA,0.00784,0.00662,NA,NA,0.00638,NA,NA,NA,NA,0.13905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,0.01771,0.01617,NA,NA,0.09637,NA,NA,NA,NA,1.0124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48,NA,0.005,0.00381,NA,NA,0.01658,NA,NA,NA,NA,0.05384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,NA,0.00421,0.00297,NA,NA,0.00621,NA,NA,NA,NA,0.02737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,NA,0.00243,0.00297,NA,NA,0.00438,NA,NA,NA,NA,0.01784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Cocculus trilobus","Menispermaceae","DA",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,NA,0.00848,0.00728,NA,NA,0.04513,NA,NA,NA,NA,0.27513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Wisteria floribunda","Leguminosae","DA",NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,0.01017,0.00999,NA,NA,0.06437,NA,NA,NA,NA,0.27729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Akebia trifoliata","Lardizabalaceae","DA",NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,0.00591,0.00507,NA,NA,0.04926,NA,NA,NA,NA,0.16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Akebia trifoliata","Lardizabalaceae","DA",NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,NA,0.01119,0.01217,NA,NA,0.02209,NA,NA,NA,NA,0.73212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Akebia trifoliata","Lardizabalaceae","DA",NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,0.01429,0.01395,NA,NA,0.1071,NA,NA,NA,NA,2.51844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Akebia trifoliata","Lardizabalaceae","DA",NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07,NA,0.00393,0.00106,NA,NA,0.0022,NA,NA,NA,NA,0.02819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Akebia trifoliata","Lardizabalaceae","DA",NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,0.008,0.00373,NA,NA,0.00563,NA,NA,NA,NA,0.05164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Akebia trifoliata","Lardizabalaceae","DA",NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67,NA,0.00641,0.00601,NA,NA,0.00443,NA,NA,NA,NA,0.06541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Akebia trifoliata","Lardizabalaceae","DA",NA,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.95,NA,0.01317,0.01456,NA,NA,0.22046,NA,NA,NA,NA,1.69636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Vitis saccharifera","Vitaceae","DA",NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,NA,0.00916,0.00704,NA,NA,0.04598,NA,NA,NA,NA,0.33477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
"Ishihara0000","Japan-Yamashiro-",34.78,135.83,"TempF",NA,NA,NA,NA,"Vitis saccharifera","Vitaceae","DA",NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,0.01471,0.0164,NA,NA,0.03863,NA,NA,NA,NA,1.64786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA,"Goto, Yoshiaki; Kominami, Yuji; Miyama, Takafumi; Tamai, Koji; Kanazawa, Yoichi. (2003) Aboveground biomass and net primary production of a broad-leaved secondary forest in the southern part of Kyoto prefecture, central Japan [in Japanese with English abstract]. Bulletin of the Forestry and Forest Products Research Institute 2: 115-147.","Goto2003"
