SPEC,species,family,pft,growth period,age,growingCondition,light,plant #,harvest #,m.rt,m.st,m.so,m.to,m.lf,m.br,m.to2,a.lf,ma.ilf,a.ilf,c.d,h.t,d.ba,d.cr,d.cr2,a.cp,r.st
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,25,2,1,0.464,0.44,0.827,1.291,0.387,,1.418,0.0128,0.04,10.6,,14.2,0.36,,,,0.3
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,25,3,1,0.107,0.137,0.199,0.306,0.062,,0.334,0.0022,0.041,3.1,,6.8,0.18,,,,0.79
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,25,4,1,0.423,0.481,0.802,1.225,0.321,,1.31,0.0091,0.045,8.3,,13.5,0.32,,,,0.44
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,25,5,1,0.469,0.474,0.647,1.116,0.173,,1.257,0.0053,0.059,6.6,,11.5,0.36,,,,0.4
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,25,6,1,0.515,0.719,1.028,1.543,0.309,,1.681,0.0078,0.057,9.7,,15.2,0.36,,,,0.46
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,25,7,1,1.213,1.309,1.918,3.131,0.609,,3.344,0.0148,0.056,13.5,,15.4,0.5,,,,0.43
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,25,8,1,0.532,0.529,0.981,1.513,0.452,,1.648,0.0133,0.044,11.1,,14.7,0.35,,,,0.37
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,25,9,1,0.887,1.031,1.779,2.666,0.748,,2.861,0.0218,0.043,19.8,,18.5,0.51,,,,0.27
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,25,10,1,0.222,0.155,0.201,0.423,0.046,,0.515,0.0026,0.053,6.5,,8,0.16,,,,0.96
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,50,1,1,1.249,0.973,1.357,2.606,0.384,,2.869,0.0096,0.068,8.7,,17.1,0.4,,,,0.45
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,50,2,1,0.736,0.567,0.847,1.583,0.28,,1.798,0.0074,0.067,10.6,,13.1,0.32,,,,0.54
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,50,3,1,0.601,0.601,0.789,1.39,0.188,,1.553,0.0051,0.069,7.2,,12.8,0.35,,,,0.49
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,50,4,1,0.964,0.59,0.839,1.803,0.249,,1.994,0.0072,0.062,7.2,,11.9,0.33,,,,0.58
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,50,5,1,0.782,0.57,0.817,1.599,0.247,,1.812,0.0067,0.069,8.4,,12.4,0.35,,,,0.48
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,50,6,1,0.809,0.555,0.655,1.464,0.1,,1.645,0.0049,0.057,12.3,,12,0.31,,,,0.61
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,50,7,1,0.655,0.536,0.673,1.328,0.137,,1.424,0.0055,0.042,11,,11.6,0.3,,,,0.65
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,50,8,1,0.561,0.374,0.694,1.255,0.32,,1.432,0.0068,0.073,6.2,,11.3,0.27,,,,0.58
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,100,1,1,0.603,0.58,0.695,1.298,0.115,,1.451,0.0032,0.084,6.4,,13,0.38,,,,0.39
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,100,2,1,0.306,0.256,0.353,0.659,0.097,,0.659,0.0015,0.063,3.9,,7.5,0.24,,,,0.75
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,100,3,1,0.627,0.3,0.47,1.097,0.17,,1.161,0.0038,0.062,6.3,,7.4,0.24,,,,0.9
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,100,4,1,0.504,0.453,0.593,1.097,0.14,,1.256,0.0039,0.076,6.6,,11.9,0.31,,,,0.5
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,100,5,1,0.509,0.399,0.61,1.119,0.211,,1.216,0.0047,0.065,5.3,,9.1,0.31,,,,0.58
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,100,6,1,0.655,0.519,0.797,1.452,0.278,,1.643,0.006,0.079,6.6,,10.7,0.3,,,,0.69
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,100,7,1,0.275,0.216,0.245,0.52,0.029,,0.606,0.0013,0.087,6.6,,8,0.22,,,,0.71
PAM,Aspidosperma tambopatense,Apocynaceae,EA,0,,CG,100,8,1,0.501,0.377,0.503,1.004,0.126,,1.066,0.003,0.064,5.9,,10.8,0.25,,,,0.71
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,3,1,2,0.263,0.439,0.933,1.196,0.494,,3.764,0.0109,0.045,27.3,9,22,0.22,22,19,0.033,0.52
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,3,2,2,0.484,0.77,1.869,2.353,1.099,,7.345,0.0244,0.045,40.7,13,29.5,0.32,30,16,0.0415,0.32
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,3,3,2,0.628,0.73,1.782,2.41,1.052,,7.332,0.0224,0.047,37.3,16,28,0.29,28,23,0.0511,0.39
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,3,4,2,0.539,0.785,1.865,2.404,1.08,,7.458,0.0235,0.046,39.2,12,28,0.28,24,22,0.0415,0.46
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,3,6,2,0.61,0.981,2.071,2.681,1.09,,8.414,0.028,0.039,40,13,33,0.33,22,20,0.0346,0.35
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,3,7,2,0.475,0.747,1.941,2.416,1.194,,7.52,0.0277,0.043,46.2,14,32,0.3,22,25,0.0434,0.33
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,3,8,2,0.709,1.059,2.385,3.094,1.326,,9.632,0.03,0.044,50,16.5,32,0.37,26,23,0.0471,0.31
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,3,9,2,0.554,0.671,1.609,2.163,0.938,,6.606,0.0222,0.042,37,10,28,0.32,29,18,0.0434,0.3
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,3,10,2,0.462,0.788,2.034,2.496,1.246,,7.814,0.0316,0.039,35.1,19,36,0.32,30,22,0.0531,0.27
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,3,11,2,0.43,0.491,1.105,1.535,0.614,,4.666,0.013,0.047,26,11,27,0.26,21,18,0.0299,0.34
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,3,12,2,0.575,0.58,1.315,1.89,0.735,,5.675,0.0159,0.046,22.7,10.5,22,0.31,20,19,0.0299,0.35
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,1,2,1.479,1.78,3.849,5.328,2.069,,16.285,0.04,0.052,50,19,35,0.4,34,27,0.0731,0.4
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,2,2,0.975,1.137,2.209,3.184,1.072,,9.714,0.0199,0.054,28.4,12,26,0.37,24,20,0.038,0.41
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,3,2,1.349,1.617,3.839,5.188,2.222,,15.832,0.0479,0.046,59.9,20.5,36,0.41,24,26,0.0491,0.34
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,4,2,0.702,1.004,1.973,2.675,0.969,,8.327,0.0282,0.034,56.4,14,33,0.31,19,18,0.0269,0.4
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,5,2,0.767,1.215,2.939,3.706,1.724,,11.566,0.034,0.051,42.5,17,30,0.35,36,19,0.0594,0.42
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,6,2,1.326,1.553,3.15,4.476,1.597,,13.655,0.0305,0.052,38.1,29,47,0.33,26,28,0.0573,0.39
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,7,2,0.773,1.119,2.661,3.434,1.542,,10.648,0.0347,0.044,43.4,16,36,0.35,29,19,0.0452,0.32
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,8,2,0.991,1.314,2.636,3.627,1.322,,11.204,0.0279,0.047,46.5,16.5,31,0.36,28,15,0.0363,0.42
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,9,2,0.975,1.319,2.644,3.619,1.325,,11.201,0.0277,0.048,39.6,18.5,30,0.37,28,18,0.0415,0.41
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,10,2,1.061,1.335,2.734,3.795,1.399,,11.659,0.0425,0.033,47.2,27,40,0.45,30,30,0.0707,0.21
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,11,2,1.192,2.11,4.344,5.536,2.234,,17.526,0.0357,0.063,51,16,29,0.3,28,20,0.0452,1.03
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,6,12,2,1.341,0.947,2.313,3.654,1.366,,10.568,,,,,,,,,,
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,12,1,2,2.39,2.779,6.316,8.706,3.537,,26.507,0.0641,0.055,71.2,33,48,0.45,35,24,0.0683,0.36
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,12,2,2,2.466,2.299,5.821,8.287,3.522,,24.694,0.0678,0.052,75.3,30,46,0.45,45,30,0.1104,0.31
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,12,3,2,2.113,2.132,5.066,7.179,2.934,,21.556,0.0687,0.043,76.3,27,43,0.43,34,26,0.0707,0.34
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,12,4,2,1.991,2.59,5.536,7.527,2.946,,23.18,0.0659,0.045,65.9,34,54,0.44,33,30,0.0779,0.32
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,12,5,2,2.183,2.059,5.032,7.215,2.973,,21.521,0.0594,0.05,66,27,42,0.43,36,30,0.0855,0.34
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,12,6,2,2.636,3.53,7.948,10.584,4.418,,32.646,0.0877,0.05,87.7,42,61.5,0.52,41,33,0.1075,0.27
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,12,7,2,1.312,2.1,5.317,6.629,3.217,0.254,20.675,0.0665,0.048,60.5,23,48.5,0.39,50,27,0.1164,0.32
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,12,8,2,0.869,0.952,2.109,2.978,1.157,,9.017,0.0258,0.045,32.3,19,34,0.31,24,21,0.0398,0.37
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,12,9,2,1.755,1.165,3.185,4.94,2.02,,14.23,0.0413,0.049,59,17,31,0.34,28,26,0.0573,0.41
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,12,10,2,1.205,1.913,4.647,5.852,2.734,,18.264,0.0565,0.048,70.6,32,46,0.38,30,26,0.0616,0.37
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,25,1,2,1.78,1.618,2.977,4.757,1.359,,14.109,0.0247,0.055,35.3,16.5,34,0.38,18,20,0.0284,0.42
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,25,2,2,0.508,0.782,1.544,2.052,0.762,,6.43,0.016,0.048,26.7,15.5,18.5,0.27,19,16,0.0241,0.74
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,25,3,2,1.787,1.99,3.772,5.559,1.782,0.189,16.88,0.0348,0.051,58,20.5,31,0.42,28,20,0.0452,0.42
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,25,4,2,2.796,3.738,9.708,12.504,5.97,,38.454,0.1214,0.049,110.4,50,59,0.51,44,37,0.1288,0.31
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,25,5,2,2.164,1.971,3.423,5.587,1.452,,16.568,0.0229,0.063,38.2,11,34,0.42,27,18,0.0398,0.42
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,25,6,2,1.315,1.52,2.353,3.668,0.833,,11.209,0.0186,0.045,37.2,10.5,34,0.48,20,16,0.0254,0.25
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,25,7,2,1.358,1.807,5.176,6.534,3.369,,20.051,0.0799,0.042,79.9,34,47,0.39,39,29,0.0908,0.32
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,25,8,2,2.873,2.568,6.293,9.166,3.725,,27.193,0.0728,0.051,80.9,36,50.5,0.44,48,34,0.132,0.33
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,25,9,2,3.74,3.56,8.601,12.341,5.041,,36.843,0.0869,0.058,86.9,41.5,56,0.48,49,34,0.1353,0.35
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,25,10,2,0.763,1.08,1.685,2.448,0.605,0.02,7.661,0.0148,0.041,24.7,10,33,0.33,15,15,0.0177,0.38
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,1,2,1.763,2.093,3.634,5.397,1.541,0.23,16.521,0.0385,0.04,42.8,12,35.5,0.42,22,20,0.0346,0.38
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,2,2,1.738,1.375,3.324,5.062,1.949,0.164,14.823,0.0399,0.049,44.3,11,29,0.34,30,22,0.0531,0.46
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,3,2,2.649,2.367,3.728,6.377,1.361,0.168,18.849,0.0203,0.067,40.6,5,33.5,0.43,23,12,0.0241,0.45
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,4,2,2.974,2.715,6.295,9.269,3.58,0.159,27.548,0.055,0.065,34.4,21,38,0.46,24,20,0.038,0.4
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,5,2,1.759,2.14,3.561,5.32,1.421,0.157,16.341,0.0203,0.07,29,8,28.5,0.42,27,16,0.0363,0.5
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,6,2,1.434,1.349,3.24,4.674,1.891,0.15,13.937,0.0338,0.056,33.8,11,27,0.33,26,16,0.0346,0.52
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,7,2,1.553,1.47,2.674,4.227,1.204,0.109,12.598,0.0171,0.07,34.2,10,30.5,0.36,24,12,0.0254,0.44
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,8,2,1.706,1.134,1.771,3.477,0.637,,9.859,0.0108,0.059,36,3,23.5,0.31,16,12,0.0154,0.64
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,9,2,1.469,1.889,3.898,5.367,2.009,0.132,16.521,0.0398,0.05,44.2,8,38,0.42,25,18,0.0363,0.33
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,10,2,1.292,1.725,3.336,4.628,1.611,0.129,14.317,0.0357,0.045,39.7,12,38,0.41,26,20,0.0415,0.32
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,11,2,1.82,2.113,3.731,5.551,1.618,0.138,16.946,0.0295,0.055,24.6,15,31,0.46,26,16,0.0346,0.38
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,50,12,2,1.711,1.622,4.092,5.803,2.47,0.069,17.32,0.0462,0.053,57.8,19.5,31.5,0.38,30,19,0.0471,0.43
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,100,2,2,1.162,0.491,0.568,1.73,0.077,0,4.519,0.00108,0.071,5.4,2,18,0.22,4,4,0.0013,0.72
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,100,4,2,1.445,1.138,1.195,2.64,0.057,0.009,7.613,0.00069,0.083,6.9,0,18.5,0.36,6,2,0.0013,0.6
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,100,5,2,1.51,1.469,2.232,3.742,0.763,0.128,11.185,0.0182,0.042,14,7.5,22,0.37,17,11,0.0154,0.57
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,100,6,2,2.823,1.83,3.147,5.97,1.317,0.108,16.917,0.0176,0.075,19.6,4,21.5,0.41,18,13,0.0189,0.61
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,100,7,2,2.562,1.931,3.29,5.852,1.359,0.131,16.925,0.0285,0.048,20.4,7,26,0.45,17,15,0.0201,0.44
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,100,8,2,0.927,0.798,0.873,1.8,0.075,0.017,5.271,0.00136,0.055,6.8,0.5,19.5,0.3,7,4,0.0024,0.57
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,100,9,2,2.01,1.305,2.03,4.04,0.725,,11.415,0.0115,0.063,28.8,5,27,0.36,14,10,0.0113,0.47
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,100,10,2,1.099,0.834,0.941,2.04,0.107,0.036,5.855,0.00131,0.082,13.1,0,17.5,0.33,5,5,0.002,0.53
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,100,11,2,1.315,1.259,1.464,2.779,0.205,0.062,8.281,0.00236,0.087,7.9,2,20,0.39,6,6,0.0028,0.5
COQ,Pouteria sp.,Sapotaceae,EA,179,,CG,100,12,2,1.566,1.318,1.48,3.046,0.162,0.014,8.89,0.00192,0.084,9.6,1,18.5,0.32,8,5,0.0033,0.88
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,3,1,1,0.219,0.429,0.785,1.004,0.356,,1.004,0.0081,0.044,27.1,,27.2,0.21,,,,0.46
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,3,2,1,0.294,0.412,0.833,1.127,0.421,,1.127,0.0088,0.048,29.4,,21.2,0.25,,,,0.4
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,3,3,1,0.258,0.503,1.212,1.47,0.709,,1.47,0.0151,0.047,30.2,,27.3,0.24,,,,0.41
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,3,4,1,0.194,0.277,0.587,0.781,0.31,,0.781,0.0063,0.049,21.1,,19,0.2,,,,0.46
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,3,5,1,0.239,0.416,1.097,1.336,0.681,,1.336,0.0157,0.043,31.3,,26.8,0.24,,,,0.34
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,3,6,1,0.087,0.212,0.603,0.69,0.391,,0.69,0.0099,0.04,19.7,,21.5,0.18,,,,0.39
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,3,7,1,0.154,0.233,0.492,0.646,0.259,,0.646,0.0062,0.042,31.1,,17.6,0.2,,,,0.42
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,3,8,1,0.224,0.472,1.002,1.226,0.53,,1.226,0.0118,0.045,29.4,,25.9,0.24,,,,0.4
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,6,1,1,0.492,0.575,1.533,2.025,0.958,,2.025,0.0179,0.054,29.8,,26.8,0.27,,,,0.37
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,6,2,1,0.371,0.484,1.116,1.487,0.632,,1.487,0.0138,0.046,34.4,,28.2,0.29,,,,0.26
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,6,3,1,0.455,0.815,1.444,1.899,0.629,,1.899,0.012,0.052,40,,22.7,0.24,,,,0.79
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,6,4,1,0.311,0.452,1.067,1.378,0.615,,1.378,0.0136,0.045,45.2,,22.5,0.24,,,,0.44
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,6,5,1,0.939,0.743,1.945,2.884,1.202,,2.884,0.0236,0.051,47.2,,28.2,0.29,,,,0.4
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,6,6,1,0.637,0.833,1.878,2.515,1.045,,2.515,0.0216,0.048,43.2,,27.2,0.29,,,,0.46
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,6,7,1,0.776,0.844,1.671,2.447,0.827,,2.447,0.0167,0.05,33.3,,27.4,0.3,,,,0.44
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,6,8,1,0.469,0.773,1.489,1.958,0.716,,1.958,0.0129,0.056,25.8,,27.2,0.3,,,,0.4
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,12,1,1,1.339,1.284,2.804,4.143,1.52,,4.143,0.0265,0.057,44.1,,37.9,0.36,,,,0.33
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,12,2,1,0.593,0.638,1.425,2.018,0.787,,2.018,0.0162,0.049,32.3,,25.7,0.29,,,,0.38
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,12,3,1,0.749,0.678,1.384,2.133,0.706,,2.133,0.0135,0.052,26.9,,27.2,0.38,,,,0.22
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,12,4,1,0.831,0.763,1.502,2.333,0.739,,2.333,0.0145,0.051,36.3,,29.8,0.31,,,,0.34
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,12,5,1,0.758,0.58,1.173,1.931,0.593,,1.931,0.0115,0.052,19.2,,24.7,0.3,,,,0.33
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,12,6,1,0.596,0.792,1.352,1.948,0.56,,1.948,0.0109,0.051,21.9,,27.1,0.29,,,,0.44
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,12,7,1,0.799,0.865,1.61,2.409,0.745,,2.409,0.0134,0.056,26.8,,28.5,0.29,,,,0.46
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,12,8,1,1.471,1.432,2.515,3.986,1.083,,3.986,0.0155,0.07,25.8,,30.4,0.35,,,,0.49
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,12,9,1,0.683,1.041,1.563,2.246,0.522,,2.246,0.0092,0.057,23,,27.2,0.31,,,,0.51
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,12,10,1,0.898,1.185,1.873,2.771,0.688,,2.771,0.0124,0.055,20.7,,28.6,0.34,,,,0.46
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,25,1,1,1.086,1.055,1.567,2.653,0.512,,2.653,0.0097,0.053,32.3,,22,0.34,,,,0.53
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,25,2,1,1.206,0.947,1.568,2.774,0.621,,2.774,0.0095,0.065,23.8,,24.8,0.32,,,,0.47
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,25,3,1,1.484,1.195,2.227,3.711,1.032,,3.711,0.0151,0.068,25.1,,24.5,0.36,,,,0.48
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,25,4,1,0.948,1.103,1.775,2.723,0.672,,2.723,0.0109,0.062,27.3,,24.6,0.32,,,,0.56
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,25,5,1,1.09,1.148,1.83,2.92,0.682,,2.92,0.0113,0.06,22.6,,26,0.34,,,,0.49
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,25,6,1,1.097,1.172,1.881,2.978,0.709,,2.978,0.0117,0.061,23.3,,23.4,0.33,,,,0.59
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,25,7,1,0.904,1.06,1.499,2.403,0.439,,2.403,0.0073,0.06,18.4,,23.8,0.32,,,,0.55
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,25,8,1,1.621,1.149,2.089,3.71,0.94,,3.71,0.0163,0.058,32.5,,32.5,0.37,,,,0.33
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,25,9,1,0.73,1,1.482,2.212,0.482,,2.212,0.0075,0.064,12.5,,25.1,0.32,,,,0.5
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,25,10,1,0.978,1.05,1.671,2.649,0.621,,2.649,0.0106,0.059,21.1,,21.7,0.32,,,,0.6
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,50,1,1,0.866,0.667,1.094,1.96,0.427,,1.96,0.0062,0.069,12.4,,20.4,0.3,,,,0.46
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,50,2,1,1.538,0.967,1.593,3.131,0.626,,3.131,0.0088,0.072,17.5,,20.3,0.33,,,,0.56
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,50,3,1,1.208,0.923,1.472,2.68,0.549,,2.68,0.0078,0.07,15.7,,22.4,0.24,,,,0.91
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,50,4,1,0.121,0.249,0.531,0.652,0.282,,0.652,0.0045,0.062,11.3,,14.2,0.18,,,,0.69
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,50,5,1,0.619,0.638,0.981,1.6,0.343,,1.6,0.0062,0.055,15.5,,22.2,0.31,,,,0.38
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,50,6,1,1.103,0.827,1.415,2.518,0.588,,2.518,0.0075,0.079,24.9,,20,0.34,,,,0.46
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,50,7,1,0.722,0.912,1.382,2.104,0.47,,2.104,0.0062,0.076,20.6,,21.2,0.31,,,,0.57
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,50,8,1,1.01,0.531,0.986,1.996,0.455,,1.996,0.0066,0.069,22.1,,19.9,0.29,,,,0.4
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,100,1,1,1.072,0.999,1.558,2.63,0.559,,2.63,0.0071,0.079,14.2,,18.9,0.34,,,,0.58
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,100,2,1,1.227,1.3,1.98,3.207,0.68,,3.207,0.0078,0.087,13,,23.5,0.37,,,,0.51
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,100,3,1,1.686,0.973,1.502,3.188,0.529,,3.188,0.0071,0.074,23.7,,18.1,0.34,,,,0.59
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,100,4,1,1.229,0.798,1.136,2.365,0.338,,2.365,0.0052,0.065,17.4,,22,0.33,,,,0.42
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,100,5,1,0.975,1.15,1.824,2.799,0.674,,2.799,0.008,0.084,16.1,,29,0.36,,,,0.39
COQ,Pouteria sp.,Sapotaceae,EA,0,,CG,100,6,1,0.819,0.72,1.051,1.87,0.331,,1.87,0.0042,0.078,14.1,,18.8,0.31,,,,0.51
ASA,Euterpe precatoria,Aracaceae,EA,185,,CG,3,1,2,0.179,0.367,1.139,1.318,0.772,,4.142,0.0211,0.037,52.8,,18.5,,38,30,0.0908,
ASA,Euterpe precatoria,Aracaceae,EA,185,,CG,3,2,2,0.161,0.387,1.084,1.245,0.697,,3.961,0.0175,0.04,43.8,,19.5,,32,30,0.0755,
ASA,Euterpe precatoria,Aracaceae,EA,185,,CG,3,3,2,0.101,0.225,0.511,0.612,0.286,,1.96,0.0069,0.041,17.3,,15,,20,20,0.0314,
ASA,Euterpe precatoria,Aracaceae,EA,185,,CG,3,4,2,0.154,0.488,0.867,1.021,0.379,,3.397,0.0088,0.043,29.3,,16,,25,21,0.0415,
ASA,Euterpe precatoria,Aracaceae,EA,185,,CG,3,5,2,0.204,0.402,1.181,1.385,0.779,,4.353,0.0199,0.039,49.8,,19,,34,32,0.0855,
ASA,Euterpe precatoria,Aracaceae,EA,185,,CG,3,6,2,0.239,0.624,1.177,1.416,0.553,,4.633,0.0137,0.04,45.7,,18.5,,28,25,0.0552,
ASA,Euterpe precatoria,Aracaceae,EA,185,,CG,3,7,2,0.179,0.697,1.224,1.403,0.527,,4.727,0.0129,0.041,43,,22,,29,23,0.0531,
ASA,Euterpe precatoria,Aracaceae,EA,185,,CG,3,8,2,0.26,0.589,1.069,1.329,0.48,,4.316,0.0123,0.039,41,,19,,27,25,0.0531,
ASA,Euterpe precatoria,Aracaceae,EA,185,,CG,3,9,2,0.125,0.268,0.57,0.695,0.302,,2.228,0.0083,0.036,27.7,,15,,22,21,0.0363,
