nr,forest,latitude,longitude,map,mat,species,family,individual,pft,age (yr),a.lf,a.stba,a.stbc,h.c,m.lf,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,growingCondition,status,light
414,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria nemorosa,Sapotaceae,4,EA,0.667,184.291,16.764,0.665,253,0.814,0.481,1.295,,0.06,0.602,0.662,1.957,23.036,44.169,0.275,FW,3,full overhead light along logging road or in tree fall gap
415,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria nemorosa,Sapotaceae,5,EA,0.667,190.68,16.909,2.138,378,0.816,1.162,1.978,0.03,0.106,0.733,0.839,2.817,23.835,42.794,0.368,FW,3,full overhead light along logging road or in tree fall gap
416,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria nemorosa,Sapotaceae,6,EA,0.667,26.022,4.638,0.312,128,0.118,0.203,0.321,,0.086,0.247,0.333,0.654,8.674,45.346,0.773,FW,3,full overhead light along logging road or in tree fall gap
417,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria nemorosa,Sapotaceae,7,EA,0.667,15.841,2.217,0.159,114,0.064,0.093,0.157,,0.022,0.342,0.364,0.521,5.28,40.402,0.824,FW,3,full overhead light along logging road or in tree fall gap
418,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria nemorosa,Sapotaceae,8,EA,0.667,26.185,4.374,0.581,124,0.031,0.187,0.218,,0.019,0.339,0.358,0.576,8.728,11.839,0.691,FW,3,full overhead light along logging road or in tree fall gap
419,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria nemorosa,Sapotaceae,9,EA,0.667,26.075,6.928,0.594,121,0.083,0.131,0.214,,0.049,0.209,0.258,0.472,6.519,31.832,0.34,FW,3,full overhead light along logging road or in tree fall gap
420,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria nemorosa,Sapotaceae,10,EA,0.667,18.712,7.451,0.264,137,0.061,0.174,0.235,,0.01,0.234,0.244,0.479,6.237,32.599,0.418,FW,3,full overhead light along logging road or in tree fall gap
421,La Chonta (MOIST),-15,-62,1580,25.3,Casearia gossypiosperma,Flacourtiaceae,1,DA,0.667,69.821,2.776,0.196,128,0.22,0.210,0.43,0.036,0.019,0.193,0.212,0.642,1.552,31.509,1.327,FW,3,full overhead light along logging road or in tree fall gap
422,La Chonta (MOIST),-15,-62,1580,25.3,Casearia gossypiosperma,Flacourtiaceae,2,DA,0.667,85.246,2.895,0.419,137,0.23,0.199,0.429,0.042,0.009,0.216,0.225,0.654,2.131,26.981,0.987,FW,3,full overhead light along logging road or in tree fall gap
423,La Chonta (MOIST),-15,-62,1580,25.3,Casearia gossypiosperma,Flacourtiaceae,3,DA,0.667,317.572,12.629,0.132,274,0.978,0.865,1.843,0.19,0.063,1.255,1.318,3.161,5.122,30.796,0.674,FW,3,full overhead light along logging road or in tree fall gap
424,La Chonta (MOIST),-15,-62,1580,25.3,Casearia gossypiosperma,Flacourtiaceae,4,DA,0.667,60.781,5.187,0.159,200,0.16,0.278,0.438,0.026,0.04,0.284,0.324,0.762,2.643,26.324,0.667,FW,3,full overhead light along logging road or in tree fall gap
425,La Chonta (MOIST),-15,-62,1580,25.3,Casearia gossypiosperma,Flacourtiaceae,5,DA,0.667,136.791,5.94,0.608,172,0.447,0.343,0.79,0.054,0.089,0.692,0.781,1.571,3.8,32.677,0.708,FW,3,full overhead light along logging road or in tree fall gap
426,La Chonta (MOIST),-15,-62,1580,25.3,Casearia gossypiosperma,Flacourtiaceae,6,DA,0.667,51.515,1.697,0.396,110,0.167,0.067,0.234,,0.008,0.062,0.07,0.304,3.963,32.417,0.627,FW,3,full overhead light along logging road or in tree fall gap
427,La Chonta (MOIST),-15,-62,1580,25.3,Casearia gossypiosperma,Flacourtiaceae,7,DA,0.667,70.631,2.297,0.238,114,0.164,0.072,0.236,,0.046,0.074,0.12,0.356,4.709,23.219,0.579,FW,3,full overhead light along logging road or in tree fall gap
428,La Chonta (MOIST),-15,-62,1580,25.3,Casearia gossypiosperma,Flacourtiaceae,8,DA,0.667,64.827,2.324,0.622,116,0.238,0.096,0.334,0.006,0.009,0.08,0.089,0.423,4.052,36.713,0.599,FW,3,full overhead light along logging road or in tree fall gap
429,La Chonta (MOIST),-15,-62,1580,25.3,Casearia gossypiosperma,Flacourtiaceae,9,DA,0.667,52.012,2.27,0.221,138,0.241,0.104,0.345,0.003,0.071,0.092,0.163,0.508,3.715,46.335,0.707,FW,3,full overhead light along logging road or in tree fall gap
430,La Chonta (MOIST),-15,-62,1580,25.3,Casearia gossypiosperma,Flacourtiaceae,10,DA,0.667,44.374,2.011,0.541,117,0.151,0.084,0.235,,0.067,0.066,0.133,0.368,3.413,34.029,0.599,FW,3,full overhead light along logging road or in tree fall gap
431,La Chonta (MOIST),-15,-62,1580,25.3,Jacaratia spinosa,Caricaceae,1,DA,0.667,83.162,6.697,0.65,104,0.103,0.045,0.148,,0.006,0.034,0.04,0.188,13.86,12.385,0.138,FW,3,full overhead light along logging road or in tree fall gap
432,La Chonta (MOIST),-15,-62,1580,25.3,Jacaratia spinosa,Caricaceae,2,DA,0.667,30.156,2.112,0.77,100,0.031,0.024,0.055,,0.003,0.008,0.011,0.066,6.031,10.28,0.173,FW,3,full overhead light along logging road or in tree fall gap
433,La Chonta (MOIST),-15,-62,1580,25.3,Jacaratia spinosa,Caricaceae,3,DA,0.667,99.308,12.13,0.95,149,0.132,0.081,0.213,,0.01,0.036,0.046,0.259,14.187,13.292,0.099,FW,3,full overhead light along logging road or in tree fall gap
434,La Chonta (MOIST),-15,-62,1580,25.3,Jacaratia spinosa,Caricaceae,4,DA,0.667,83.613,12.069,0.466,135,0.136,0.097,0.233,,0.014,0.063,0.077,0.31,16.723,16.265,0.145,FW,3,full overhead light along logging road or in tree fall gap
435,La Chonta (MOIST),-15,-62,1580,25.3,Jacaratia spinosa,Caricaceae,5,DA,0.667,67.701,,,,0.091,0.065,0.156,,0.011,0.031,0.042,0.198,13.54,13.441,,FW,3,full overhead light along logging road or in tree fall gap
436,La Chonta (MOIST),-15,-62,1580,25.3,Jacaratia spinosa,Caricaceae,6,DA,0.667,66.473,9.402,0.385,118,0.102,0.072,0.174,,0.004,0.032,0.036,0.21,11.079,15.345,0.157,FW,3,full overhead light along logging road or in tree fall gap
437,La Chonta (MOIST),-15,-62,1580,25.3,Jacaratia spinosa,Caricaceae,7,DA,0.667,40.294,5.474,0.665,106,0.048,0.051,0.099,,0.005,0.021,0.026,0.125,13.431,11.912,0.179,FW,3,full overhead light along logging road or in tree fall gap
438,La Chonta (MOIST),-15,-62,1580,25.3,Jacaratia spinosa,Caricaceae,8,DA,0.667,89.352,20.589,1.584,206,0.114,0.336,0.45,,0.01,0.079,0.089,0.539,22.338,12.759,0.175,FW,3,full overhead light along logging road or in tree fall gap
439,La Chonta (MOIST),-15,-62,1580,25.3,Jacaratia spinosa,Caricaceae,9,DA,0.667,73.741,12.819,2.164,198,0.093,0.169,0.262,,0.006,0.069,0.075,0.337,24.58,12.612,0.126,FW,3,full overhead light along logging road or in tree fall gap
440,La Chonta (MOIST),-15,-62,1580,25.3,Jacaratia spinosa,Caricaceae,10,DA,0.667,10.686,1.767,0.396,78,0.011,0.015,0.026,,0.001,0.005,0.006,0.032,5.343,10.294,0.192,FW,3,full overhead light along logging road or in tree fall gap
441,La Chonta (MOIST),-15,-62,1580,25.3,Sapindus saponaria,Sapindaceae,1,EA,0.667,155.167,8.042,0.709,202,0.345,0.345,0.69,,0.012,0.256,0.268,0.958,31.033,22.234,0.46,FW,3,full overhead light along logging road or in tree fall gap
442,La Chonta (MOIST),-15,-62,1580,25.3,Sapindus saponaria,Sapindaceae,2,EA,0.667,19.305,10.179,1.389,194,0.032,0.236,0.268,,0.024,0.156,0.18,0.448,9.652,16.576,0.238,FW,3,full overhead light along logging road or in tree fall gap
443,La Chonta (MOIST),-15,-62,1580,25.3,Sapindus saponaria,Sapindaceae,3,EA,0.667,6.714,4.337,0.554,257,0.011,0.268,0.279,,0.13,0.063,0.193,0.472,3.357,16.383,0.486,FW,3,full overhead light along logging road or in tree fall gap
444,La Chonta (MOIST),-15,-62,1580,25.3,Sapindus saponaria,Sapindaceae,4,EA,0.667,117.461,8.093,1.188,112,0.382,0.128,0.51,,0.043,0.114,0.157,0.667,23.492,32.522,0.277,FW,3,full overhead light along logging road or in tree fall gap
445,La Chonta (MOIST),-15,-62,1580,25.3,Sapindus saponaria,Sapindaceae,5,EA,0.667,149.482,12.882,1.815,234,0.458,0.845,1.303,,0.033,0.504,0.537,1.84,37.371,30.639,0.555,FW,3,full overhead light along logging road or in tree fall gap
446,La Chonta (MOIST),-15,-62,1580,25.3,Sapindus saponaria,Sapindaceae,6,EA,0.667,76.337,7.258,1.188,115,0.266,0.183,0.449,,0.06,0.233,0.293,0.742,19.084,34.846,0.419,FW,3,full overhead light along logging road or in tree fall gap
447,La Chonta (MOIST),-15,-62,1580,25.3,Sapindus saponaria,Sapindaceae,7,EA,0.667,130.231,7.211,1.039,148,0.395,0.275,0.67,,0.107,0.239,0.346,1.016,26.046,30.331,0.507,FW,3,full overhead light along logging road or in tree fall gap
448,La Chonta (MOIST),-15,-62,1580,25.3,Sapindus saponaria,Sapindaceae,8,EA,0.667,124.29,15.975,0.95,161,0.461,0.515,0.976,,0.118,0.457,0.575,1.551,13.81,37.091,0.461,FW,3,full overhead light along logging road or in tree fall gap
449,La Chonta (MOIST),-15,-62,1580,25.3,Sapindus saponaria,Sapindaceae,9,EA,0.667,82.909,4.449,0.528,128,0.231,0.127,0.358,,0.049,0.088,0.137,0.495,13.818,27.862,0.457,FW,3,full overhead light along logging road or in tree fall gap
450,La Chonta (MOIST),-15,-62,1580,25.3,Sapindus saponaria,Sapindaceae,10,EA,0.667,82.541,3.464,0.581,101,0.25,0.091,0.341,,0.025,0.124,0.149,0.49,16.508,30.288,0.495,FW,3,full overhead light along logging road or in tree fall gap
451,La Chonta (MOIST),-15,-62,1580,25.3,Aspidosperma cylindrocarpon,Apocynaceae,1,DA,0.667,23.416,4.486,1.188,86,0.26,0.085,0.345,,0.025,0.062,0.087,0.432,7.805,111.036,0.371,FW,3,full overhead light along logging road or in tree fall gap
452,La Chonta (MOIST),-15,-62,1580,25.3,Aspidosperma cylindrocarpon,Apocynaceae,2,DA,0.667,59.359,2.433,0.724,103,0.277,0.083,0.36,,0.026,0.075,0.101,0.461,8.48,46.666,0.539,FW,3,full overhead light along logging road or in tree fall gap
453,La Chonta (MOIST),-15,-62,1580,25.3,Aspidosperma cylindrocarpon,Apocynaceae,3,DA,0.667,66.427,3.767,0.65,149,0.24,0.125,0.365,,0.023,0.083,0.106,0.471,11.071,36.13,0.421,FW,3,full overhead light along logging road or in tree fall gap
454,La Chonta (MOIST),-15,-62,1580,25.3,Aspidosperma cylindrocarpon,Apocynaceae,4,DA,0.667,33.322,3.205,1.075,163,0.33,0.151,0.481,,0.031,0.061,0.092,0.573,4.165,99.034,0.453,FW,3,full overhead light along logging road or in tree fall gap
455,La Chonta (MOIST),-15,-62,1580,25.3,Aspidosperma cylindrocarpon,Apocynaceae,5,DA,0.667,78.138,2.351,0.785,132,0.291,0.114,0.405,,0.013,0.064,0.077,0.482,11.163,37.242,0.576,FW,3,full overhead light along logging road or in tree fall gap
456,La Chonta (MOIST),-15,-62,1580,25.3,Aspidosperma cylindrocarpon,Apocynaceae,6,DA,0.667,16.182,1.887,0.353,96,0.096,0.060,0.156,,0.008,0.039,0.047,0.203,4.046,59.324,0.614,FW,3,full overhead light along logging road or in tree fall gap
457,La Chonta (MOIST),-15,-62,1580,25.3,Aspidosperma cylindrocarpon,Apocynaceae,7,DA,0.667,42.312,3.698,0.608,148,0.221,0.126,0.347,,0.014,0.068,0.082,0.429,4.701,52.231,0.44,FW,3,full overhead light along logging road or in tree fall gap
458,La Chonta (MOIST),-15,-62,1580,25.3,Aspidosperma cylindrocarpon,Apocynaceae,8,DA,0.667,72.266,3.906,1.188,220,0.321,0.256,0.577,,0.024,0.11,0.134,0.711,6.57,44.419,0.482,FW,3,full overhead light along logging road or in tree fall gap
459,La Chonta (MOIST),-15,-62,1580,25.3,Aspidosperma cylindrocarpon,Apocynaceae,9,DA,0.667,32.274,2.835,0.541,160,0.132,0.124,0.256,,0.016,0.058,0.074,0.33,5.379,40.899,0.504,FW,3,full overhead light along logging road or in tree fall gap
460,La Chonta (MOIST),-15,-62,1580,25.3,Aspidosperma cylindrocarpon,Apocynaceae,10,DA,0.667,10.014,2.688,0.385,111,0.135,0.066,0.201,,0.004,0.021,0.025,0.226,3.338,134.814,0.436,FW,3,full overhead light along logging road or in tree fall gap
461,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp.,Laureaceae,1,EA,0.667,63.142,2.545,1.327,178,0.161,0.124,0.285,,0.024,0.06,0.084,0.369,21.047,25.498,0.366,FW,3,full overhead light along logging road or in tree fall gap
462,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp.,Laureaceae,2,EA,0.667,49.468,2.688,1.606,166,0.136,0.116,0.252,,0.026,0.069,0.095,0.347,16.489,27.492,0.329,FW,3,full overhead light along logging road or in tree fall gap
463,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp.,Laureaceae,3,EA,0.667,56.334,4.374,1.453,115,0.135,0.090,0.225,,0.017,0.049,0.066,0.291,14.084,23.964,0.281,FW,3,full overhead light along logging road or in tree fall gap
464,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp.,Laureaceae,4,EA,0.667,50.696,4.988,1.606,144,0.209,0.181,0.39,,0.039,0.06,0.099,0.489,16.899,41.226,0.4,FW,3,full overhead light along logging road or in tree fall gap
465,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp.,Laureaceae,5,EA,0.667,52.452,4.449,2.112,120,0.25,0.162,0.412,,0.079,0.05,0.129,0.541,13.113,47.662,0.421,FW,3,full overhead light along logging road or in tree fall gap
466,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp.,Laureaceae,6,EA,0.667,48.676,2.63,1.606,140,0.216,0.109,0.325,,0.027,0.067,0.094,0.419,16.225,44.375,0.371,FW,3,full overhead light along logging road or in tree fall gap
467,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp.,Laureaceae,7,EA,0.667,48.069,3.733,2.138,131,0.122,0.063,0.185,,0.012,0.049,0.061,0.246,16.023,25.38,0.166,FW,3,full overhead light along logging road or in tree fall gap
468,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp.,Laureaceae,8,EA,0.667,27.919,2.717,0.866,119,0.164,0.104,0.268,,0.033,0.059,0.092,0.36,6.98,58.74,0.512,FW,3,full overhead light along logging road or in tree fall gap
469,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp.,Laureaceae,9,EA,0.667,30.689,3.398,0.933,119,0.158,0.125,0.283,,0.019,0.076,0.095,0.378,15.344,51.485,0.516,FW,3,full overhead light along logging road or in tree fall gap
470,La Chonta (MOIST),-15,-62,1580,25.3,Ocotea sp.,Laureaceae,10,EA,0.667,30.488,1.887,1.039,106,0.164,0.104,0.268,,0.038,0.054,0.092,0.36,10.163,53.792,0.68,FW,3,full overhead light along logging road or in tree fall gap
471,La Chonta (MOIST),-15,-62,1580,25.3,Sapium glandulosum,Euphorbiaceae,1,EA,0.667,139.974,6.424,2.461,155,0.399,0.159,0.558,,0.105,0.105,0.21,0.768,11.665,28.505,0.239,FW,3,full overhead light along logging road or in tree fall gap
472,La Chonta (MOIST),-15,-62,1580,25.3,Sapium glandulosum,Euphorbiaceae,2,EA,0.667,228.962,15.275,2.243,248,0.326,0.481,0.807,,0.118,0.229,0.347,1.154,15.264,14.238,0.249,FW,3,full overhead light along logging road or in tree fall gap
473,La Chonta (MOIST),-15,-62,1580,25.3,Sapium glandulosum,Euphorbiaceae,3,EA,0.667,55.909,5.309,1.41,91,0.107,0.075,0.182,,0.039,0.115,0.154,0.336,11.182,19.138,0.262,FW,3,full overhead light along logging road or in tree fall gap
474,La Chonta (MOIST),-15,-62,1580,25.3,Sapium glandulosum,Euphorbiaceae,4,EA,0.667,45.042,4.301,1.208,196,0.093,0.148,0.241,,0.021,0.059,0.08,0.321,11.261,20.647,0.291,FW,3,full overhead light along logging road or in tree fall gap
475,La Chonta (MOIST),-15,-62,1580,25.3,Sapium glandulosum,Euphorbiaceae,6,EA,0.667,250.413,13.657,2.545,235,0.67,0.715,1.385,,0.32,0.238,0.558,1.943,25.041,26.756,0.413,FW,3,full overhead light along logging road or in tree fall gap
476,La Chonta (MOIST),-15,-62,1580,25.3,Sapium glandulosum,Euphorbiaceae,7,EA,0.667,249.318,14.12,2.956,253,0.675,0.567,1.242,,0.275,0.277,0.552,1.794,27.702,27.074,0.286,FW,3,full overhead light along logging road or in tree fall gap
477,La Chonta (MOIST),-15,-62,1580,25.3,Sapium glandulosum,Euphorbiaceae,8,EA,0.667,283.121,11.521,2.926,255,0.71,0.455,1.165,,0.216,0.118,0.334,1.499,21.779,25.078,0.264,FW,3,full overhead light along logging road or in tree fall gap
478,La Chonta (MOIST),-15,-62,1580,25.3,Sapium glandulosum,Euphorbiaceae,9,EA,0.667,148.704,6.07,1.961,138,0.508,0.194,0.702,,0.097,0.141,0.238,0.94,16.523,34.162,0.367,FW,3,full overhead light along logging road or in tree fall gap
479,La Chonta (MOIST),-15,-62,1580,25.3,Sapium glandulosum,Euphorbiaceae,10,EA,0.667,328.087,16.475,4.714,215,1.267,0.635,1.902,,0.261,0.181,0.442,2.344,27.341,38.618,0.295,FW,3,full overhead light along logging road or in tree fall gap
480,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria macrohylla,Sapotaceae,1,EA,0.667,46.002,1.936,0.801,119,0.247,0.111,0.358,,0.025,0.157,0.182,0.54,15.334,53.693,0.703,FW,3,full overhead light along logging road or in tree fall gap
481,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria macrohylla,Sapotaceae,2,EA,0.667,29.93,2.061,0.608,166,0.16,0.130,0.29,,0.009,0.099,0.108,0.398,9.977,53.458,0.62,FW,3,full overhead light along logging road or in tree fall gap
482,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria macrohylla,Sapotaceae,3,EA,0.667,28.442,2.545,0.739,112,0.131,0.085,0.216,,0.022,0.128,0.15,0.366,14.221,46.058,0.489,FW,3,full overhead light along logging road or in tree fall gap
483,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria macrohylla,Sapotaceae,4,EA,0.667,34.369,1.674,0.833,120,0.136,0.069,0.205,,0.012,0.073,0.085,0.29,11.456,39.571,0.468,FW,3,full overhead light along logging road or in tree fall gap
484,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria macrohylla,Sapotaceae,5,EA,0.667,16.346,2.036,0.785,105,0.043,0.033,0.076,,0.002,0.049,0.051,0.127,5.449,26.306,0.231,FW,3,full overhead light along logging road or in tree fall gap
485,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria macrohylla,Sapotaceae,6,EA,0.667,22.56,2.087,1.057,123,0.079,0.065,0.144,,0.013,0.08,0.093,0.237,7.52,35.017,0.342,FW,3,full overhead light along logging road or in tree fall gap
486,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria macrohylla,Sapotaceae,7,EA,0.667,39.802,2.545,0.785,118,0.14,0.080,0.22,,0.008,0.095,0.103,0.323,13.267,35.174,0.429,FW,3,full overhead light along logging road or in tree fall gap
487,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria macrohylla,Sapotaceae,8,EA,0.667,24.694,2.806,0.849,120,0.087,0.072,0.159,,0.011,0.087,0.098,0.257,12.347,35.231,0.346,FW,3,full overhead light along logging road or in tree fall gap
488,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria macrohylla,Sapotaceae,9,EA,0.667,21.881,1.863,0.581,128,0.067,0.074,0.141,,0.021,0.099,0.12,0.261,10.94,30.621,0.498,FW,3,full overhead light along logging road or in tree fall gap
489,La Chonta (MOIST),-15,-62,1580,25.3,Pouteria macrohylla,Sapotaceae,10,EA,0.667,10.959,1.287,0.528,77,0.024,0.024,0.048,,0.015,0.05,0.065,0.113,5.48,21.899,0.354,FW,3,full overhead light along logging road or in tree fall gap
490,La Chonta (MOIST),-15,-62,1580,25.3,Sweetia fruticosa,Fabaceae - Papilionoideae,1,EA,0.667,50.481,2.688,0.255,173,0.137,0.116,0.253,,,0.139,0.139,0.392,10.096,27.139,0.533,FW,3,full overhead light along logging road or in tree fall gap
491,La Chonta (MOIST),-15,-62,1580,25.3,Sweetia fruticosa,Fabaceae - Papilionoideae,2,EA,0.667,25.16,1.348,0.204,153,0.046,0.071,0.117,,,0.125,0.125,0.242,8.387,18.283,0.67,FW,3,full overhead light along logging road or in tree fall gap
492,La Chonta (MOIST),-15,-62,1580,25.3,Sweetia fruticosa,Fabaceae - Papilionoideae,3,EA,0.667,70.789,1.629,0.801,98,0.191,0.077,0.268,,,0.166,0.166,0.434,10.113,26.981,0.66,FW,3,full overhead light along logging road or in tree fall gap
493,La Chonta (MOIST),-15,-62,1580,25.3,Sweetia fruticosa,Fabaceae - Papilionoideae,4,EA,0.667,64.654,2.324,0.322,119,0.134,0.084,0.218,,,0.212,0.212,0.43,8.082,20.726,0.603,FW,3,full overhead light along logging road or in tree fall gap
494,La Chonta (MOIST),-15,-62,1580,25.3,Sweetia fruticosa,Fabaceae - Papilionoideae,5,EA,0.667,53.665,1.72,0.342,189,0.13,0.135,0.265,,,0.277,0.277,0.542,13.416,24.225,0.757,FW,3,full overhead light along logging road or in tree fall gap
495,La Chonta (MOIST),-15,-62,1580,25.3,Sweetia fruticosa,Fabaceae - Papilionoideae,6,EA,0.667,163.625,3.976,0.442,235,0.581,0.334,0.915,,,0.9,0.9,1.815,16.362,35.508,0.742,FW,3,full overhead light along logging road or in tree fall gap
496,La Chonta (MOIST),-15,-62,1580,25.3,Sweetia fruticosa,Fabaceae - Papilionoideae,7,EA,0.667,200.916,2.545,0.374,238,0.618,0.285,0.903,,,0.835,0.835,1.738,22.324,30.759,0.922,FW,3,full overhead light along logging road or in tree fall gap
497,La Chonta (MOIST),-15,-62,1580,25.3,Sweetia fruticosa,Fabaceae - Papilionoideae,8,EA,0.667,141.243,6.743,0.567,186,0.546,0.284,0.83,,,1.711,1.711,2.541,15.694,38.657,0.494,FW,3,full overhead light along logging road or in tree fall gap
498,La Chonta (MOIST),-15,-62,1580,25.3,Sweetia fruticosa,Fabaceae - Papilionoideae,9,EA,0.667,72.462,4.486,0.754,174,0.377,0.241,0.618,0.005,0.322,0.58,0.902,1.52,6.587,52.027,0.587,FW,3,full overhead light along logging road or in tree fall gap
499,La Chonta (MOIST),-15,-62,1580,25.3,Sweetia fruticosa,Fabaceae - Papilionoideae,10,EA,0.667,177.441,2.461,0.515,155,0.618,0.152,0.77,,,0.631,0.631,1.401,14.787,34.829,0.717,FW,3,full overhead light along logging road or in tree fall gap
500,La Chonta (MOIST),-15,-62,1580,25.3,Swietenia macrophylla,Meliaceae,1,EA,0.667,76.243,8.605,0.916,200,0.175,0.168,0.343,,,0.122,0.122,0.465,25.414,22.953,0.204,FW,3,full overhead light along logging road or in tree fall gap
501,La Chonta (MOIST),-15,-62,1580,25.3,Swietenia macrophylla,Meliaceae,2,EA,0.667,251.906,8.194,2.243,274,0.765,0.538,1.303,,0.013,0.263,0.276,1.579,25.191,30.368,0.4,FW,3,full overhead light along logging road or in tree fall gap
502,La Chonta (MOIST),-15,-62,1580,25.3,Swietenia macrophylla,Meliaceae,3,EA,0.667,100.799,6.158,1.267,180,0.275,0.162,0.437,,0.002,0.104,0.106,0.543,20.16,27.282,0.264,FW,3,full overhead light along logging road or in tree fall gap
503,La Chonta (MOIST),-15,-62,1580,25.3,Swietenia macrophylla,Meliaceae,4,EA,0.667,134.941,5.067,1.057,228,0.35,0.239,0.589,,0.009,0.114,0.123,0.712,26.988,25.937,0.373,FW,3,full overhead light along logging road or in tree fall gap
504,La Chonta (MOIST),-15,-62,1580,25.3,Swietenia macrophylla,Meliaceae,5,EA,0.667,85.364,2.865,0.849,221,0.208,0.140,0.348,,0.006,0.064,0.07,0.418,21.341,24.366,0.36,FW,3,full overhead light along logging road or in tree fall gap
505,La Chonta (MOIST),-15,-62,1580,25.3,Swietenia macrophylla,Meliaceae,6,EA,0.667,109.638,5.641,2.061,208,0.332,0.264,0.596,,0.004,0.271,0.275,0.871,27.41,30.281,0.343,FW,3,full overhead light along logging road or in tree fall gap
506,La Chonta (MOIST),-15,-62,1580,25.3,Swietenia macrophylla,Meliaceae,7,EA,0.667,97.328,7.258,1.767,185,0.266,0.253,0.519,,0.005,0.13,0.135,0.654,19.466,27.33,0.325,FW,3,full overhead light along logging road or in tree fall gap
507,La Chonta (MOIST),-15,-62,1580,25.3,Swietenia macrophylla,Meliaceae,8,EA,0.667,93.888,4.155,1.629,224,0.44,0.187,0.627,,0.007,0.126,0.133,0.76,31.296,46.864,0.299,FW,3,full overhead light along logging road or in tree fall gap
508,La Chonta (MOIST),-15,-62,1580,25.3,Swietenia macrophylla,Meliaceae,9,EA,0.667,60.665,2.865,0.739,186,0.149,0.110,0.259,,0.004,0.072,0.076,0.335,12.133,24.561,0.351,FW,3,full overhead light along logging road or in tree fall gap
509,La Chonta (MOIST),-15,-62,1580,25.3,Swietenia macrophylla,Meliaceae,10,EA,0.667,208.027,7.306,3.173,291,0.635,0.527,1.162,,0.023,0.253,0.276,1.438,34.671,30.525,0.355,FW,3,full overhead light along logging road or in tree fall gap
510,La Chonta (MOIST),-15,-62,1580,25.3,Caesalpinia pluviosa,Fabaceae - Caesalinioideae,1,EA,0.667,17.938,2.659,0.43,130,0.053,0.129,0.182,,0.01,0.117,0.127,0.309,5.979,29.546,0.716,FW,3,full overhead light along logging road or in tree fall gap
511,La Chonta (MOIST),-15,-62,1580,25.3,Caesalpinia pluviosa,Fabaceae - Caesalinioideae,2,EA,0.667,27.197,2.986,0.322,169,0.077,0.221,0.298,,0.009,0.288,0.297,0.595,9.066,28.312,0.915,FW,3,full overhead light along logging road or in tree fall gap
512,La Chonta (MOIST),-15,-62,1580,25.3,Caesalpinia pluviosa,Fabaceae - Caesalinioideae,3,EA,0.667,25.675,2.351,0.374,106,0.09,0.105,0.195,,0.01,0.1,0.11,0.305,8.558,35.053,0.811,FW,3,full overhead light along logging road or in tree fall gap
513,La Chonta (MOIST),-15,-62,1580,25.3,Caesalpinia pluviosa,Fabaceae - Caesalinioideae,4,EA,0.667,70.493,7.548,0.985,129,0.203,0.329,0.532,,0.056,0.419,0.475,1.007,35.247,28.797,0.68,FW,3,full overhead light along logging road or in tree fall gap
514,La Chonta (MOIST),-15,-62,1580,25.3,Caesalpinia pluviosa,Fabaceae - Caesalinioideae,5,EA,0.667,91.558,5.599,0.636,164,0.278,0.389,0.667,,0.051,0.852,0.903,1.57,15.26,30.363,0.876,FW,3,full overhead light along logging road or in tree fall gap
515,La Chonta (MOIST),-15,-62,1580,25.3,Caesalpinia pluviosa,Fabaceae - Caesalinioideae,6,EA,0.667,26.852,4.191,0.567,168,0.077,0.252,0.329,,0.024,0.334,0.358,0.687,13.426,28.676,0.714,FW,3,full overhead light along logging road or in tree fall gap
516,La Chonta (MOIST),-15,-62,1580,25.3,Caesalpinia pluviosa,Fabaceae - Caesalinioideae,7,EA,0.667,37.222,4.011,0.396,170,0.117,0.247,0.364,,0.018,0.362,0.38,0.744,9.306,31.433,0.769,FW,3,full overhead light along logging road or in tree fall gap
