d.order,g.epi,Engler.Family,APG.Family,TreeID,StemID,MultStem,DE,CB,D0,D0.2,DBH,DBH.2,DL,DL.2,D10,H,H.2,HL,CrwnA,CrwnW,BrL,BrL.2,WS,WB,WBc,WBo,WOSB,WSB,WBL,WL,WLc,WLo,WF,WR,WA,Age,LA,LAc,LAo,V,Lat,Long,Country,Prefecture,Site,Stand,Domi.sp,Dens,Stand.age,Alt,Forest.type,Year,Month,Day,Collector,Ref,Ref.T.E,Ref.A.E,Ref.Y,Ref.J.E,Ref.V,Ref.P,Note.E
37,Quercus serrata,Fagaceae,Fagaceae,598,598,,D,B,NA,NA,8.5,NA,NA,NA,NA,11.51,NA,NA,NA,NA,NA,NA,17.44,0.73,NA,NA,NA,18.17,NA,0.27,NA,NA,NA,NA,18.44,32,NA,NA,NA,0.02857,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
38,Quercus serrata,Fagaceae,Fagaceae,599,599,,D,B,NA,NA,10.8,NA,NA,NA,NA,12.25,NA,NA,NA,NA,NA,NA,25.31,1.83,NA,NA,NA,27.14,NA,0.49,NA,NA,NA,NA,27.63,34,NA,NA,NA,0.04665,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
39,Quercus serrata,Fagaceae,Fagaceae,600,600,,D,B,NA,NA,8.4,NA,NA,NA,NA,9.81,NA,NA,NA,NA,NA,NA,16.48,2.82,NA,NA,NA,19.3,NA,0.67,NA,NA,NA,NA,19.97,31,NA,NA,NA,0.02726,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
40,Quercus serrata,Fagaceae,Fagaceae,602,602,,D,B,NA,NA,6.4,NA,NA,NA,NA,8.02,NA,NA,NA,NA,NA,NA,7.68,1.13,NA,NA,NA,8.81,NA,0.19,NA,NA,NA,NA,9,26,NA,NA,NA,0.01149,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
41,Quercus serrata,Fagaceae,Fagaceae,603,603,,D,B,NA,NA,4.5,NA,NA,NA,NA,6.44,NA,NA,NA,NA,NA,NA,3.24,0.41,NA,NA,NA,3.65,NA,0.13,NA,NA,NA,NA,3.78,27,NA,NA,NA,0.00575,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
42,Quercus serrata,Fagaceae,Fagaceae,606,606,,D,B,NA,NA,19,NA,NA,NA,NA,16.7,NA,NA,NA,NA,NA,NA,136.53,34.43,NA,NA,NA,170.96,NA,4.81,NA,NA,NA,NA,175.77,36,NA,NA,NA,0.24626,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
43,Quercus serrata,Fagaceae,Fagaceae,607,607,,D,B,NA,NA,5.6,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,5.73,0.18,NA,NA,NA,5.91,NA,0.05,NA,NA,NA,NA,5.96,24,NA,NA,NA,0.0095,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
44,Quercus serrata,Fagaceae,Fagaceae,608,608,,D,B,NA,NA,11.1,NA,NA,NA,NA,14.68,NA,NA,NA,NA,NA,NA,38.6,2.22,NA,NA,NA,40.82,NA,0.78,NA,NA,NA,NA,41.6,34,NA,NA,NA,0.0682,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
45,Quercus serrata,Fagaceae,Fagaceae,609,609,,D,B,NA,NA,11.2,NA,NA,NA,NA,14.17,NA,NA,NA,NA,NA,NA,37.25,4.56,NA,NA,NA,41.81,NA,1.04,NA,NA,NA,NA,42.85,34,NA,NA,NA,0.06377,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
46,Quercus serrata,Fagaceae,Fagaceae,610,610,,D,B,NA,NA,5.9,NA,NA,NA,NA,11.02,NA,NA,NA,NA,NA,NA,11.25,0.8,NA,NA,NA,12.05,NA,0.25,NA,NA,NA,NA,12.3,27,NA,NA,NA,0.01854,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
47,Quercus serrata,Fagaceae,Fagaceae,612,612,,D,B,NA,NA,6.7,NA,NA,NA,NA,9.59,NA,NA,NA,NA,NA,NA,8.79,0.71,NA,NA,NA,9.5,NA,0.1,NA,NA,NA,NA,9.6,26,NA,NA,NA,0.01464,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
48,Quercus serrata,Fagaceae,Fagaceae,613,613,,D,B,NA,NA,13.1,NA,NA,NA,NA,15.7,NA,NA,NA,NA,NA,NA,50.69,6.16,NA,NA,NA,56.85,NA,1.46,NA,NA,NA,NA,58.31,32,NA,NA,NA,0.0853,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
49,Quercus serrata,Fagaceae,Fagaceae,615,615,,D,B,NA,NA,5.5,NA,NA,NA,NA,8.98,NA,NA,NA,NA,NA,NA,6.34,0.94,NA,NA,NA,7.28,NA,0.18,NA,NA,NA,NA,7.46,30,NA,NA,NA,0.01086,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
50,Quercus serrata,Fagaceae,Fagaceae,617,617,,D,B,NA,NA,5,NA,NA,NA,NA,7.77,NA,NA,NA,NA,NA,NA,4.38,0.33,NA,NA,NA,4.71,NA,0.06,NA,NA,NA,NA,4.77,24,NA,NA,NA,0.00777,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
51,Quercus serrata,Fagaceae,Fagaceae,618,618,,D,B,NA,NA,9.7,NA,NA,NA,NA,13.26,NA,NA,NA,NA,NA,NA,27.28,2.7,NA,NA,NA,29.98,NA,0.49,NA,NA,NA,NA,30.47,33,NA,NA,NA,0.04945,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
52,Quercus serrata,Fagaceae,Fagaceae,622,622,,D,B,NA,NA,5.3,NA,NA,NA,NA,7.73,NA,NA,NA,NA,NA,NA,4.12,0.27,NA,NA,NA,4.39,NA,0.1,NA,NA,NA,NA,4.49,25,NA,NA,NA,0.0076,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
53,Quercus serrata,Fagaceae,Fagaceae,623,623,,D,B,NA,NA,5.1,NA,NA,NA,NA,7.17,NA,NA,NA,NA,NA,NA,4.67,0.17,NA,NA,NA,4.84,NA,0.04,NA,NA,NA,NA,4.88,21,NA,NA,NA,0.00814,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
54,Quercus serrata,Fagaceae,Fagaceae,662,662,,D,B,NA,NA,5.1,NA,NA,NA,NA,8.84,NA,NA,NA,NA,NA,NA,5.67,0.38,NA,NA,NA,6.05,NA,0.12,NA,NA,NA,NA,6.17,27,NA,NA,NA,0.00953,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
55,Quercus serrata,Fagaceae,Fagaceae,700,700,,D,B,NA,NA,6.2,NA,NA,NA,NA,9.01,NA,NA,NA,NA,NA,NA,8.13,0.79,NA,NA,NA,8.92,NA,0.12,NA,NA,NA,NA,9.04,26,NA,NA,NA,0.01365,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
56,Quercus serrata,Fagaceae,Fagaceae,706,706,,D,B,NA,NA,7.3,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,8.61,1.13,NA,NA,NA,9.74,NA,0.22,NA,NA,NA,NA,9.96,21,NA,NA,NA,0.01484,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1976,7,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
57,Quercus serrata,Fagaceae,Fagaceae,714,714,,D,B,NA,NA,19.4,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,148.28,29.16,NA,NA,NA,177.44,NA,4.7,NA,NA,NA,NA,182.14,36,NA,NA,NA,0.22686,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1982,7,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
58,Quercus serrata,Fagaceae,Fagaceae,715,715,,D,B,NA,NA,9.5,NA,NA,NA,NA,12.51,NA,NA,NA,NA,NA,NA,25.45,2.72,NA,NA,NA,28.17,NA,0.9,NA,NA,NA,NA,29.07,32,NA,NA,NA,0.04708,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1982,7,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
59,Quercus serrata,Fagaceae,Fagaceae,716,716,,D,B,NA,NA,16.6,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,122.93,11.28,NA,NA,NA,134.21,NA,2.92,NA,NA,NA,NA,137.13,35,NA,NA,NA,0.17891,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1982,7,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
60,Quercus serrata,Fagaceae,Fagaceae,717,717,,D,B,NA,NA,12.2,NA,NA,NA,NA,14.53,NA,NA,NA,NA,NA,NA,46.75,4.72,NA,NA,NA,51.47,NA,1.33,NA,NA,NA,NA,52.8,36,NA,NA,NA,0.08049,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1982,7,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
61,Quercus serrata,Fagaceae,Fagaceae,719,719,,D,B,NA,NA,23.6,NA,NA,NA,NA,18.7,NA,NA,NA,NA,NA,NA,246.44,46.77,NA,NA,NA,293.21,NA,6.66,NA,NA,NA,NA,299.87,36,NA,NA,NA,0.39175,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1982,7,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
62,Quercus serrata,Fagaceae,Fagaceae,721,721,,D,B,NA,NA,10.9,NA,NA,NA,NA,14.37,NA,NA,NA,NA,NA,NA,37.87,2.64,NA,NA,NA,40.51,NA,0.79,NA,NA,NA,NA,41.3,34,NA,NA,NA,0.06482,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1982,7,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
63,Quercus serrata,Fagaceae,Fagaceae,722,722,,D,B,NA,NA,27.3,NA,NA,NA,NA,16.17,NA,NA,NA,NA,NA,NA,219.56,63.16,NA,NA,NA,282.72,NA,8.96,NA,NA,NA,NA,291.68,38,NA,NA,NA,0.36797,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1982,7,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
64,Ilex pedunculosa,Aquifoliaceae,Aquifoliaceae,595,595,,E,B,NA,NA,4.7,NA,NA,NA,NA,4.73,NA,NA,NA,NA,NA,NA,2.76,0.68,NA,NA,NA,3.44,NA,0.43,NA,NA,NA,NA,3.87,29,NA,NA,NA,0.0044,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
65,Ilex pedunculosa,Aquifoliaceae,Aquifoliaceae,619,619,,E,B,NA,NA,6.7,NA,NA,NA,NA,6.79,NA,NA,NA,NA,NA,NA,7.37,3.38,NA,NA,NA,10.75,NA,1,NA,NA,NA,NA,11.75,32,NA,NA,NA,0.01094,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
66,Ilex pedunculosa,Aquifoliaceae,Aquifoliaceae,620,620,,E,B,NA,NA,9.5,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,14.33,9.05,NA,NA,NA,23.38,NA,2.61,NA,NA,NA,NA,25.99,33,NA,NA,NA,0.02141,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
67,Albizia julibrissin,Leguminosae,Fabaceae,701,701,,D,B,NA,NA,12.9,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,NA,43.22,7.58,NA,NA,NA,50.8,NA,1.44,NA,NA,NA,NA,52.24,26,NA,NA,NA,0.09037,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1976,7,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
68,Styrax obassia,Styracaceae,Styracaceae,302,302,,D,B,NA,NA,7.3,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,6.39,0.99,NA,NA,NA,7.38,NA,0.26,NA,NA,NA,NA,7.64,34,NA,NA,NA,0.0139,35.2,132.7,Japan,Shimane,Sanbe Forest of Shimane University,,,,,,S,1983,8,,"Utsugi, Tanouchi, Ishihara",Katagiri et al. 1984,Studies on mineral cycling in a deciduous broad-leaved forest at Sanbe Forest of Shimane University (XII): Difference of above ground biomass in a deciduous broad-leaved forest along a slope [in Japanese with English abstract],"Katagiri, Shigeo; Ishii, Hiroshi; Miyake, Noboru; Ando, Yoshinori.",1984,"Bulletin of the Faculty of Agriculture, Shimane University",18,53-60,
