Site,longitude,latitude,BurnYear,HarvestYear,Edaphic,Species,Number,Height,D0,D10,DBH,DWT,TotWood,TotBranch,TotFol,OldFol,NewFol,OldBranch,NewBranch,Cones,Stem,Sapwood,Root
D1964,-98.38986,55.92019,1964,1999,Dry,A,1,810,8.4,7.7,6.4,8618.88,8242.98,1476,375.9,0,375.9,1434.3,41.7,0,6766.98,,
D1964,-98.38986,55.92019,1964,1999,Dry,A,2,550,4.7,4.5,3.4,2281.32,2146.42,569.2,134.9,0,134.9,545.3,23.9,0,1577.22,,
D1964,-98.38986,55.92019,1964,1999,Dry,A,3,528,5.3,5,4.4,3515.89,3315.89,470.5,200,0,200,446.3,24.2,0,2845.39,,
D1964,-98.38986,55.92019,1964,1999,Dry,A,4,410,3.4,3.1,2.4,854.44,779.04,217.7,75.4,0,75.4,212.1,5.6,0,561.34,,
D1964,-98.38986,55.92019,1964,1999,Dry,A,5,613,4.6,4.4,3.7,2384.08,2251.18,331.7,132.9,0,132.9,318.1,13.6,0,1919.48,,
D1964,-98.38986,55.92019,1964,1999,Dry,A,6,366,2.9,2.9,2,688.24,623.54,169.2,64.7,0,64.7,164,5.2,0,454.34,,
D1964,-98.38986,55.92019,1964,1999,Dry,A,7,762,7.9,7.7,6.5,8415.26,7874.26,1380.8,541,0,541,1327,53.8,0,6493.46,,
D1964,-98.38986,55.92019,1964,1999,Dry,A,8,635,6.9,6.4,4.9,4184.87,3895.95,704.7,288.92,0,288.92,675.8,28.9,0,3191.25,,
D1964,-98.38986,55.92019,1964,1999,Dry,A,9,617,5.2,5,3.9,2853.71,2705.11,358.7,148.6,0,148.6,342.7,16,0,2346.41,,
D1964,-98.38986,55.92019,1964,1999,Dry,A,10,640,5.8,5.3,4.7,3400.11,3256.88,453.1,143.23,0,143.23,434.9,18.2,0,2803.78,,
D1981,-98.4826,55.86407,1981,1999,Dry,A,1,225,2.09,1.94,0.73,201.8,175.7,45.5,26.1,0,26.1,40.4,5.1,0,130.2,,
D1981,-98.4826,55.86407,1981,1999,Dry,A,2,232,2.02,1.99,0.82,239.1,208.5,56.9,30.6,0,30.6,49.1,7.8,0,151.6,,
D1981,-98.4826,55.86407,1981,1999,Dry,A,3,274,1.87,1.73,,190,171,18,19,0,19,13.9,4.1,0,153,,
D1981,-98.4826,55.86407,1981,1999,Dry,A,4,414,4.22,3.82,2.49,1266.51,1126.41,296.8,140.1,0,140.1,275.1,21.7,0,829.61,,
D1981,-98.4826,55.86407,1981,1999,Dry,A,5,91,0.69,0.55,,10.2,7.7,1.1,2.5,0,2.5,0.5,0.6,0,6.6,,
D1981,-98.4826,55.86407,1981,2000,Dry,A,6,275.5,3,2.6,1.6,443.3,404.2,103.7,39.1,0,39.1,99,4.7,0,300.5,,
D1981,-98.4826,55.86407,1981,2000,Dry,A,7,159,2.2,2,0.35,163.9,145.2,45.5,18.7,0,18.7,43.3,2.2,0,99.7,,
D1981,-98.4826,55.86407,1981,2000,Dry,A,8,218,2.4,2.2,0.75,241.2,207.8,63.6,33.4,0,33.4,57.5,6.1,0,144.2,,
D1981,-98.4826,55.86407,1981,2000,Dry,A,9,88,0.9,0.8,,19,14.8,3.2,4.2,0,4.2,2.5,0.7,0,11.6,,
D1981,-98.4826,55.86407,1981,2000,Dry,A,10,499,5.5,4.65,3.7,2282,2107.5,410.1,174.5,0,174.5,390.8,19.3,0,1697.4,,
D1989,-98.97953,55.90644,1989,1999,Dry,A,1,146,1.17,1.03,,49.88,38.03,5.83,11.85,0,11.85,4.74,1.09,0,32.2,,
D1989,-98.97953,55.90644,1989,1999,Dry,A,2,49,0.58,0.4,,4.07,3.01,0.24,1.06,0,1.06,0.13,0.11,0,2.77,,
D1989,-98.97953,55.90644,1989,1999,Dry,A,3,100,0.72,0.65,,18.8,14.55,1.23,4.25,0,4.25,0.74,0.49,0,13.32,,
D1989,-98.97953,55.90644,1989,1999,Dry,A,4,101,0.88,0.82,,24.48,19.53,2.48,4.95,0,4.95,1.81,0.67,0,17.05,,
D1989,-98.97953,55.90644,1989,1999,Dry,A,5,99,0.82,0.76,,16.41,13.45,0.69,2.96,0,2.96,0.34,0.35,0,12.76,,
D1989,-98.97953,55.90644,1989,1999,Dry,A,6,115,0.98,0.88,,24.08,18.8,2.15,5.28,0,5.28,1.53,0.62,0,16.65,,
D1989,-98.97953,55.90644,1989,1999,Dry,A,7,97,0.73,0.73,,17.09,12.82,1.82,4.27,0,4.27,1.51,0.31,0,11,,
D1989,-98.97953,55.90644,1989,1999,Dry,A,9,130,1.45,1.33,,75.63,56.79,13.91,18.84,0,18.84,11.81,2.1,0,42.88,,
D1989,-98.97953,55.90644,1989,1999,Dry,A,10,64,0.65,0.56,,8.08,6.06,0.91,2.02,0,2.02,0.7,0.21,0,5.15,,
D1995,-99.97442,56.46049,1995,1999,Dry,A,1,39,0.52,0.43,,5.65,3.1,1.24,2.55,0,2.55,0.82,0.42,0,1.86,,
D1995,-99.97442,56.46049,1995,1999,Dry,A,2,13.5,0.2,0.09,,0.44,0.19,0.05,0.25,0,0.25,0.02,0.03,0,0.14,,
D1995,-99.97442,56.46049,1995,1999,Dry,A,3,42.8,0.46,0.37,,3.53,2.08,0.32,1.45,0,1.45,0.1,0.22,0,1.76,,
D1995,-99.97442,56.46049,1995,1999,Dry,A,4,42,0.59,0.45,,7.02,4.09,1.05,2.94,0,2.94,0.61,0.44,0,3.04,,
D1995,-99.97442,56.46049,1995,1999,Dry,A,5,63.1,0.8,0.66,,14.1,8.45,2.24,5.65,0,5.65,1.45,0.79,0,6.21,,
D1995,-99.97442,56.46049,1995,1999,Dry,A,6,38.2,0.43,0.39,,3.6,1.96,0.36,1.63,0,1.63,0.19,0.17,0,1.6,,
D1995,-99.97442,56.46049,1995,1999,Dry,A,7,79.5,1.05,0.87,,22.5,14.75,6.48,7.74,0,7.74,5.43,1.05,0,8.27,,
D1995,-99.97442,56.46049,1995,1999,Dry,A,8,26.2,0.38,0.21,,1.4,0.65,0.09,0.75,0,0.75,0,0.09,0,0.56,,
D1995,-99.97442,56.46049,1995,1999,Dry,A,9,42.2,0.49,0.38,,5.2,2.75,1.18,2.44,0,2.44,0.85,0.33,0,1.57,,
OA,-98.67479,55.88691,1941,1994,Dry,A,1,776,,,5.8,4397.79,4321.36,411.28,76.44,0,76.44,411.28,0,0,3910.07,,
OA,-98.67479,55.88691,1941,1994,Dry,A,2,1030,,,8.5,13911.87,13911.87,871.35,,0,,871.35,0,0,13040.53,,
OA,-98.67479,55.88691,1941,1994,Dry,A,3,1335,,,11.6,31287.53,31011.25,2058.8,276.28,0,276.28,2058.8,0,0,28952.44,,
OA,-98.67479,55.88691,1941,1994,Dry,A,4,1510,,,13.4,54673.73,53948.33,5654.26,725.4,0,725.4,5654.26,0,0,48294.07,,
OA,-98.67479,55.88691,1941,1994,Dry,A,5,1600,,,14.2,73747.79,72665.95,6273.4,1081.84,0,1081.84,6273.4,0,0,66392.55,,
OA,-98.67479,55.88691,1941,1994,Dry,A,6,1775,,,18.9,131984.09,127158.11,10030.27,4825.98,0,4825.98,10030.27,0,0,117127.84,,
OA,-98.67479,55.88691,1941,1994,Dry,A,7,1660,,,20.6,158618.77,155087.6,23188.61,3531.16,0,3531.16,23188.61,0,0,131898.99,,
OA,-98.67479,55.88691,1941,1994,Dry,A,8,1740,,,23.7,206780.99,202089.3,38975.94,4691.69,0,4691.69,38975.94,0,0,163113.36,,
W1981,-98.48128,55.86351,1981,2000,Wet,A,1,71,0.6,0.5,,9.7,8.6,1,1.1,0,1.1,0.7,0.3,0,7.6,,
W1981,-98.48128,55.86351,1981,2000,Wet,A,2,123,1.05,1,,32.9,30.3,5.6,2.6,0,2.6,5.1,0.5,0,24.7,,
W1981,-98.48128,55.86351,1981,2000,Wet,A,3,116,1,0.9,,27.8,25.8,4.6,2,0,2,4.1,0.5,0,21.2,,
W1981,-98.48128,55.86351,1981,2000,Wet,A,4,167.5,1.3,1.2,0.3,64.4,59.1,7.1,5.3,0,5.3,6.2,0.9,0,52,,
W1981,-98.48128,55.86351,1981,2000,Wet,A,5,171,1.75,1.45,0.5,102.9,92.3,19.7,10.6,0,10.6,17.8,1.9,0,72.6,,
W1981,-98.48128,55.86351,1981,2000,Wet,A,6,166,1.8,1.6,0.4,94.5,86.4,10.2,8.1,0,8.1,9,1.2,0,76.2,,
W1989,-98.97767,55.90487,1989,1999,Wet,A,1,294,2.6,2.4,1.5,385.9,339.3,71,46.6,0,46.6,61.6,9.4,0,268.3,,
W1989,-98.97767,55.90487,1989,1999,Wet,A,2,385,2.9,2.7,1.9,493.9,426.7,50.6,67.2,0,67.2,42.6,8,0,376.1,,
W1989,-98.97767,55.90487,1989,1999,Wet,A,3,157,1.45,1.35,,79.5,62,15.9,17.5,0,17.5,13.7,2.2,0,46.1,,
W1989,-98.97767,55.90487,1989,1999,Wet,A,4,157,1.65,1.45,,96.7,79.2,20.2,17.5,0,17.5,17.8,2.4,0,59,,
W1989,-98.97767,55.90487,1989,1999,Wet,A,5,172,1.6,1.5,0.5,101.6,79.8,12,21.8,0,21.8,9,3,0,67.8,,
W1989,-98.97767,55.90487,1989,1999,Wet,A,6,191,1.9,1.7,0.5,154.1,125.2,34,28.9,0,28.9,31.3,2.7,0,91.2,,
W1989,-98.97767,55.90487,1989,1999,Wet,A,8,94,0.9,0.75,,24.3,18.8,4.7,5.5,0,5.5,3.7,1,0,14.1,,
W1989,-98.97767,55.90487,1989,1999,Wet,A,9,82,0.7,0.6,,14.4,10.8,1.6,3.6,0,3.6,1.1,0.5,0,9.2,,
W1995,-99.97617,56.46217,1995,1999,Wet,A,1,153,1.63,1.57,,104.74,82.91,23.74,21.83,0,21.83,18.26,5.48,0,59.17,,
W1995,-99.97617,56.46217,1995,1999,Wet,A,2,151,1.77,1.55,,96.73,72.95,35.38,23.78,0,23.78,23.71,11.67,0,37.57,,
W1995,-99.97617,56.46217,1995,1999,Wet,A,3,144,1.37,1.34,,126.05,88.86,29.83,37.19,0,37.19,18.3,11.53,0,59.03,,
W1995,-99.97617,56.46217,1995,1999,Wet,A,4,68,0.77,0.67,,12.53,7.93,2.63,4.6,0,4.6,0.52,2.11,0,5.3,,
W1995,-99.97617,56.46217,1995,1999,Wet,A,5,61,0.68,0.59,,12.07,8.06,2.49,4.01,0,4.01,1.45,1.04,0,5.57,,
W1995,-99.97617,56.46217,1995,1999,Wet,A,6,22,0.25,0.21,,0.81,0.38,0.08,0.43,0,0.43,0,0.08,0,0.3,,
W1995,-99.97617,56.46217,1995,1999,Wet,A,7,57,0.46,0.35,,4.34,2.55,0.71,1.79,0,1.79,0.17,0.54,0,1.84,,
W1995,-99.97617,56.46217,1995,1999,Wet,A,8,32,0.43,0.27,,1.75,0.81,0.15,0.94,0,0.94,0.01,0.14,0,0.66,,
W1995,-99.97617,56.46217,1995,1999,Wet,A,9,20,0.23,0.18,,0.5,0.29,0.04,0.21,0,0.21,0,0.04,0,0.25,,
W1995,-99.97617,56.46217,1995,1999,Wet,A,10,15,0.31,0.2,,1.33,0.59,0.2,0.74,0,0.74,0.08,0.12,0,0.39,,
D1989,-98.97953,55.90644,1989,1999,Dry,BI,1,154,1.58,1.25,,65.2,48.9,11.6,16.3,0,16.3,10.1,1.5,0,37.3,,
D1989,-98.97953,55.90644,1989,1999,Dry,BI,2,98,1.06,0.9,,29.5,21.8,4.6,7.7,0,7.7,3.2,1.4,0,17.2,,
D1989,-98.97953,55.90644,1989,1999,Dry,BI,3,149,1.04,0.98,,34.9,26.4,5.4,8.5,0,8.5,3.8,1.6,0,21,,
D1989,-98.97953,55.90644,1989,1999,Dry,BI,5,167,1.58,1.37,,94.5,72.3,14.1,22.2,0,22.2,14,0.1,0,58.2,,
D1989,-98.97953,55.90644,1989,1999,Dry,BI,6,125,1.16,1.01,,38.9,28.8,4.9,10.1,0,10.1,3.6,1.3,0,23.9,,
D1989,-98.97953,55.90644,1989,1999,Dry,BI,7,175,1.74,1.49,,114.6,86.7,25.4,27.9,0,27.9,19.4,6,0,61.3,,
D1989,-98.97953,55.90644,1989,1999,Dry,BI,8,124,1.18,0.95,,32.3,25.2,6,7.1,0,7.1,4.5,1.5,0,19.2,,
D1989,-98.97953,55.90644,1989,1999,Dry,BI,9,189,1.91,1.59,,97.9,81.3,14.2,16.6,0,16.6,11.5,2.7,0,67.1,,
D1989,-98.97953,55.90644,1989,1999,Dry,BI,10,214,2.39,2.28,,293.6,233.4,68.6,60.2,0,60.2,55.2,13.4,0,164.8,,
W1981,-98.48128,55.86351,1981,2000,Wet,BI,1,75,0.7,0.55,,8.4,7.2,1.5,1.2,0,1.2,1.3,0.2,0,5.7,,
W1981,-98.48128,55.86351,1981,2000,Wet,BI,2,99,1.25,0.95,,27.9,24.5,6.1,3.4,0,3.4,5.6,0.5,0,18.4,,
W1981,-98.48128,55.86351,1981,2000,Wet,BI,3,154,1.7,1.3,0.3,68.4,58.2,12.7,10.2,0,10.2,10.9,1.8,0,45.5,,
W1981,-98.48128,55.86351,1981,2000,Wet,BI,4,160,1.9,1.5,0.4,94.5,84.1,19.1,10.4,0,10.4,18.4,0.7,0,65,,
W1981,-98.48128,55.86351,1981,2000,Wet,BI,5,163,2.1,2,0.4,117.6,105.3,23.4,12.3,0,12.3,21.6,1.8,0,81.9,,
W1981,-98.48128,55.86351,1981,2000,Wet,BI,6,169,1.9,1.7,0.5,127.8,111.6,27.5,16.2,0,16.2,25.7,1.8,0,84.1,,
W1989,-98.97767,55.90487,1989,1999,Wet,BI,1,195,2.3,2,0.7,160.26,124.04,27.14,36.22,0,36.22,21.1,6.04,0,96.9,,
W1989,-98.97767,55.90487,1989,1999,Wet,BI,2,193,2.3,1.9,0.5,203.5,152.8,48.1,50.7,0,50.7,39.9,8.2,0,104.7,,
W1989,-98.97767,55.90487,1989,1999,Wet,BI,3,118,1.55,1.3,,58.5,39.4,9.4,19.1,0,19.1,7.6,1.8,0,30,,
W1989,-98.97767,55.90487,1989,1999,Wet,BI,4,125,1.1,0.9,,36.6,26.1,4.8,10.5,0,10.5,3.6,1.2,0,21.3,,
W1989,-98.97767,55.90487,1989,1999,Wet,BI,5,146,1.6,0.85,,82.7,62.4,18.3,20.3,0,20.3,15.7,2.6,0,44.1,,
W1989,-98.97767,55.90487,1989,1999,Wet,BI,6,132,1.35,1.1,,52.45,36.68,9.18,15.77,0,15.77,6.7,2.48,0,27.5,,
W1989,-98.97767,55.90487,1989,1999,Wet,BI,7,109,0.9,0.75,,24.3,17.4,4.1,6.9,0,6.9,2.7,1.4,0,13.3,,
W1989,-98.97767,55.90487,1989,1999,Wet,BI,8,111,1.35,1.1,,55.4,38.1,12,17.3,0,17.3,9.3,2.7,0,26.1,,
W1989,-98.97767,55.90487,1989,1999,Wet,BI,9,128,1.4,1.2,,52.5,39.8,10.1,12.7,0,12.7,8.1,2,0,29.7,,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,1,643,,,5.9,5526.7,5065.89,563.14,460.8,403.65,57.16,554.27,8.87,0,4502.76,,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,2,928,,,8.1,13793.09,12728.9,869.57,1064.19,988.54,75.65,851.08,18.49,0,11859.33,,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,3,1080,,,11,28964.8,26537.81,1936.32,2426.99,2356.06,70.93,1923.69,12.63,0,24601.49,,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,4,1258,,,11.4,37220.73,34405.77,2520.23,2814.96,2533.14,281.82,2455.97,64.26,0,31885.54,,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,5,1293,,,11.4,28870.23,26429.32,2140.33,2440.92,2165.67,275.25,2070.77,69.56,0,24288.98,,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,6,1179,,,12.5,41210.6,38155.42,3960.45,3055.18,2889.29,165.89,3927.9,32.55,0,34194.98,,
D1850,-98.48088,55.8796,1870,1994,Dry,BS,7,1311,,,13.3,50387.92,46770.1,2917.1,3617.82,3314.49,303.33,2836.54,80.56,0,43853,,
